index_shangche,label_shangche,name,lat,lon,index_xiache,label_xiache,pop_dens,age_0_19,age_20_39,age_40_59,age_60,lu_comm,lu_res,lu_work,lu_pub,dis_pop,dis_poi
8801,7,临镜路,39.902728,116.71246,8801,8,23776,0.14,0.43,0.2,0.23,0.1,0.43,0.34,0.13,29.21,29.5
8802,7,临镜路北站,39.904642,116.712016,8802,8,21318,0.14,0.4,0.24,0.22,0.11,0.39,0.37,0.13,29.15,29.45
8803,7,辛安屯街东口,39.906628,116.712364,8803,8,22289,0.16,0.42,0.19,0.23,0.11,0.42,0.34,0.13,29.15,29.47
8805,7,刘庄西口,39.940543,116.666335,8805,8,22626,0.13,0.41,0.23,0.23,0.1,0.42,0.34,0.14,25,25.6
8806,3,通州辛店公交场站,39.958368,116.736694,8806,3,5394,0.14,0.34,0.27,0.25,0.19,0.31,0.33,0.17,31.07,31.78
8807,3,小堡路口,39.951843,116.712771,8807,3,5293,0.14,0.37,0.26,0.23,0.18,0.27,0.35,0.2,28.99,29.67
8808,3,小堡西站,39.950058,116.705059,8808,3,5007,0.15,0.36,0.27,0.22,0.19,0.26,0.35,0.2,28.33,28.99
8809,7,陈列馆路口,39.936091,116.66735,8809,8,23566,0.14,0.43,0.22,0.21,0.11,0.42,0.35,0.12,25.09,25.65
8810,2,青山公交场站,39.768945,116.724225,8810,2,5873,0.18,0.4,0.24,0.18,0.2,0.36,0.28,0.16,35.41,34.79
8815,2,神驹村公交场站,39.695071,116.650478,8815,2,5312,0.16,0.42,0.21,0.21,0.19,0.35,0.31,0.15,35.97,34.78
8816,2,柏福路口,39.702639,116.653742,8816,2,5666,0.16,0.43,0.2,0.21,0.2,0.38,0.27,0.15,35.53,34.38
8817,2,大松垡路口,39.718409,116.653193,8817,2,5075,0.18,0.41,0.21,0.2,0.18,0.38,0.3,0.14,34.22,33.13
8818,2,小松垡村北口,39.733564,116.649093,8818,2,5931,0.17,0.43,0.19,0.21,0.2,0.37,0.28,0.15,32.78,31.75
8819,2,大杜社路口,39.748597,116.647352,8819,2,5606,0.17,0.44,0.17,0.22,0.19,0.39,0.28,0.14,31.53,30.57
8820,2,大松垡村口,39.721326,116.652244,8820,2,5444,0.18,0.44,0.17,0.21,0.19,0.38,0.29,0.14,33.93,32.86
8821,2,格瑞雅居西门,39.885741,116.637581,8821,2,5183,0.16,0.42,0.24,0.18,0.19,0.36,0.31,0.14,23.31,23.37
8822,2,东直门中医院西门,39.882463,116.636824,8822,2,5465,0.18,0.4,0.21,0.21,0.18,0.4,0.27,0.15,23.34,23.36
8823,2,西小马家园,39.879802,116.637482,8823,2,5009,0.18,0.42,0.21,0.19,0.2,0.38,0.28,0.14,23.48,23.47
8824,2,旗舰凯旋北区,39.876865,116.638399,8824,2,5093,0.17,0.42,0.2,0.21,0.19,0.36,0.31,0.14,23.64,23.62
8825,2,旗舰凯旋南区,39.875024,116.636026,8825,2,5208,0.16,0.43,0.21,0.2,0.2,0.37,0.29,0.14,23.51,23.46
8826,2,铺头村西口,39.859064,116.620411,8826,2,5939,0.15,0.37,0.3,0.18,0.19,0.35,0.31,0.15,22.87,22.63
8827,2,普合二桥南,39.853384,116.612883,8827,2,5694,0.16,0.38,0.24,0.22,0.18,0.41,0.27,0.14,22.54,22.22
8828,2,大鲁店北口,39.840482,116.596413,8828,2,5964,0.18,0.37,0.25,0.2,0.19,0.4,0.27,0.14,21.95,21.45
8829,2,东石村桥北,39.829234,116.583634,8829,2,5671,0.16,0.41,0.25,0.18,0.19,0.37,0.31,0.13,21.69,21.03
8830,2,泰禾街区,39.817491,116.573568,8830,2,5143,0.15,0.4,0.25,0.2,0.21,0.35,0.29,0.15,21.76,20.96
8846,2,杨秀店村,39.723588,116.56633,8846,2,5782,0.16,0.44,0.21,0.19,0.21,0.36,0.3,0.13,29.04,27.66
8847,2,周营村路口,39.728449,116.552611,8847,2,5692,0.17,0.37,0.26,0.2,0.18,0.37,0.31,0.14,27.94,26.52
8848,2,张村,39.72812,116.541585,8848,2,5123,0.16,0.39,0.25,0.2,0.21,0.35,0.28,0.16,27.46,26
8849,2,小古二路西口,39.732554,116.538927,8849,2,5263,0.16,0.39,0.27,0.18,0.19,0.38,0.28,0.15,26.92,25.47
8850,2,合生世界村,39.734964,116.539058,8850,2,5832,0.17,0.42,0.2,0.21,0.2,0.39,0.27,0.14,26.7,25.25
8851,2,兴华南街东口,39.751404,116.550223,8851,2,5260,0.17,0.4,0.24,0.19,0.2,0.37,0.29,0.14,25.72,24.39
8852,2,兴华南街,39.751238,116.541247,8852,2,5804,0.15,0.38,0.29,0.18,0.19,0.37,0.3,0.14,25.29,23.92
8853,2,国际艺术学校,39.777083,116.530839,8853,2,5796,0.18,0.44,0.18,0.2,0.2,0.36,0.3,0.14,22.44,21.14
8854,2,同济南路北站,39.78326,116.525964,8854,2,5862,0.16,0.37,0.25,0.22,0.2,0.39,0.28,0.13,21.64,20.35
8855,2,周坡庄村委会,39.822737,116.61326,8855,2,5201,0.18,0.44,0.18,0.2,0.18,0.4,0.27,0.15,24.2,23.61
8856,7,疃里一区南门,39.942127,116.690449,8856,8,22680,0.13,0.4,0.26,0.21,0.1,0.41,0.36,0.13,27.06,27.66
8857,7,疃里,39.94247,116.692925,8857,8,20746,0.13,0.4,0.26,0.21,0.11,0.42,0.33,0.14,27.27,27.88
8858,7,尚东庭小区,39.937646,116.671632,8858,8,21640,0.15,0.42,0.22,0.21,0.11,0.41,0.35,0.13,25.45,26.03
8859,7,东潞苑,39.934712,116.671581,8859,8,23814,0.14,0.38,0.24,0.24,0.11,0.43,0.34,0.12,25.45,26
8860,7,圣元国际小区,39.932628,116.671511,8860,8,22656,0.15,0.43,0.2,0.22,0.11,0.4,0.34,0.15,25.45,25.98
8861,7,珠江丽景小区,39.931804,116.674519,8861,8,20905,0.15,0.37,0.27,0.21,0.1,0.39,0.36,0.15,25.71,26.23
8862,7,潞苑五街,39.932174,116.677258,8862,8,21057,0.14,0.41,0.22,0.23,0.1,0.4,0.37,0.13,25.94,26.47
8864,2,阿尔法社区,39.870614,116.641426,8864,2,5579,0.16,0.44,0.19,0.21,0.2,0.37,0.3,0.13,24.1,24.02
8865,7,通州东关西站,39.907498,116.667859,8865,8,20505,0.15,0.43,0.21,0.21,0.1,0.39,0.37,0.14,25.37,25.67
8866,7,荔景园小区,39.911794,116.696268,8866,8,21567,0.14,0.42,0.23,0.21,0.1,0.42,0.33,0.15,27.72,28.07
8867,7,荔景园东区,39.913336,116.697816,8867,8,20032,0.14,0.39,0.26,0.21,0.11,0.42,0.33,0.14,27.83,28.2
8868,7,桦秀路北口,39.916534,116.697624,8868,8,20382,0.15,0.41,0.22,0.22,0.11,0.39,0.36,0.14,27.78,28.17
8869,2,坨堤村,39.771671,116.663983,8869,2,5766,0.17,0.41,0.21,0.21,0.18,0.38,0.29,0.15,30.99,30.22
8870,2,高营村,39.774349,116.645501,8870,2,5323,0.16,0.42,0.23,0.19,0.2,0.36,0.3,0.14,29.56,28.74
8871,2,南火垡村南,39.790964,116.655287,8871,2,5340,0.18,0.4,0.24,0.18,0.19,0.38,0.29,0.14,29.14,28.46
8872,2,陆辛庄学校,39.792313,116.671122,8872,2,5769,0.16,0.4,0.23,0.21,0.2,0.36,0.29,0.15,30.19,29.56
8873,2,陆辛庄村,39.793127,116.674287,8873,2,5459,0.16,0.39,0.26,0.19,0.2,0.37,0.29,0.14,30.37,29.75
8874,2,陆辛庄村东口,39.793117,116.676559,8874,2,5068,0.15,0.44,0.2,0.21,0.19,0.41,0.27,0.13,30.53,29.92
8875,2,北大化村,39.791881,116.689196,8875,2,5756,0.18,0.37,0.25,0.2,0.21,0.36,0.29,0.14,31.52,30.94
8876,2,潞潞关村,39.792214,116.69458,8876,2,5030,0.17,0.4,0.23,0.2,0.2,0.39,0.27,0.14,31.9,31.33
8877,2,贾后疃,39.866216,116.814362,8877,2,5065,0.15,0.41,0.24,0.2,0.18,0.38,0.3,0.14,38.49,38.6
8878,2,东前营村,39.865183,116.814844,8878,2,5680,0.15,0.42,0.23,0.2,0.19,0.39,0.29,0.13,38.55,38.66
8879,2,前疃村,39.861446,116.816613,8879,2,5150,0.17,0.39,0.23,0.21,0.18,0.4,0.28,0.14,38.79,38.88
8880,2,武疃村,39.856869,116.818821,8880,2,5279,0.17,0.44,0.2,0.19,0.2,0.36,0.29,0.15,39.09,39.15
8881,2,南堤寺,39.699628,116.759488,8881,2,5216,0.18,0.41,0.21,0.2,0.19,0.39,0.28,0.14,42.36,41.5
8882,2,永乐店路口东,39.708032,116.78378,8882,2,5697,0.16,0.44,0.19,0.21,0.2,0.37,0.27,0.16,43.44,42.66
8883,2,永乐店镇政府,39.707272,116.790838,8883,2,5964,0.15,0.39,0.26,0.2,0.2,0.39,0.28,0.13,43.97,43.21
8884,3,关辛庄村,39.99666,116.749603,8884,3,5117,0.16,0.38,0.22,0.24,0.18,0.3,0.32,0.2,32.73,33.69
8885,3,南马庄村,39.987629,116.751034,8885,3,5227,0.14,0.35,0.27,0.24,0.2,0.3,0.32,0.18,32.67,33.57
8886,3,北寺村口,39.987048,116.731947,8886,3,5712,0.15,0.35,0.27,0.23,0.2,0.28,0.35,0.17,31.06,31.97
8887,3,平家疃口东,39.98691,116.727774,8887,3,5827,0.16,0.33,0.26,0.25,0.19,0.3,0.31,0.2,30.7,31.62
8888,3,平家疃口,39.986788,116.724145,8888,3,5547,0.16,0.33,0.26,0.25,0.18,0.27,0.35,0.2,30.4,31.31
8889,3,平家疃口西,39.986548,116.718402,8889,3,5013,0.15,0.38,0.24,0.23,0.18,0.28,0.35,0.19,29.91,30.83
8890,3,徐宋北口,39.986334,116.712675,8890,3,5274,0.14,0.34,0.28,0.24,0.2,0.27,0.35,0.18,29.43,30.35
8891,3,通州小营口,39.986061,116.705816,8891,3,5408,0.15,0.36,0.25,0.24,0.18,0.31,0.32,0.19,28.85,29.78
8892,3,大庞村,39.985758,116.69938,8892,3,5107,0.15,0.35,0.28,0.22,0.2,0.29,0.31,0.2,28.3,29.24
8893,3,徐疃口西,39.985613,116.695299,8893,3,5752,0.17,0.34,0.27,0.22,0.19,0.29,0.32,0.2,27.96,28.9
8894,3,徐平口西,39.985453,116.691042,8894,3,5831,0.16,0.37,0.26,0.21,0.2,0.29,0.35,0.16,27.6,28.54
8895,3,徐双口东,39.985358,116.684467,8895,3,5932,0.15,0.38,0.23,0.24,0.19,0.29,0.33,0.19,27.04,28
8896,3,草寺口东,39.985296,116.675974,8896,3,5969,0.14,0.32,0.32,0.22,0.2,0.29,0.33,0.18,26.33,27.3
8897,7,榆东一街,39.948909,116.64648,8897,8,21427,0.14,0.39,0.26,0.21,0.11,0.45,0.32,0.12,23.33,24.02
8898,7,商通州大道北,39.948359,116.644324,8898,8,20757,0.13,0.39,0.26,0.22,0.09,0.43,0.35,0.13,23.15,23.83
8899,7,滨榆东北口,39.950108,116.640803,8899,8,22030,0.15,0.44,0.2,0.21,0.1,0.41,0.36,0.13,22.86,23.56
8900,7,滨榆西北口,39.94835,116.634397,8900,8,22020,0.13,0.4,0.26,0.21,0.1,0.43,0.35,0.12,22.3,22.99
8901,7,金融街园中园,39.944785,116.634889,8901,8,23414,0.14,0.42,0.21,0.23,0.1,0.41,0.36,0.13,22.33,22.98
8902,7,金融街园中园一区,39.942245,116.635234,8902,8,22890,0.15,0.38,0.24,0.23,0.11,0.42,0.32,0.15,22.35,22.98
8903,7,榆景苑二区,39.936442,116.63605,8903,8,22634,0.13,0.38,0.25,0.24,0.11,0.43,0.34,0.12,22.42,22.99
8904,7,榆景苑小区,39.931861,116.637051,8904,8,22659,0.14,0.44,0.2,0.22,0.11,0.42,0.34,0.13,22.52,23.04
8905,7,通州新建村,39.92857,116.641232,8905,8,23080,0.14,0.37,0.28,0.21,0.11,0.39,0.34,0.16,22.89,23.38
8906,7,北马庄站,39.946549,116.650635,8906,8,23099,0.14,0.44,0.2,0.22,0.1,0.38,0.37,0.15,23.68,24.34
8907,7,富豪村南口,39.955289,116.656662,8907,8,21122,0.15,0.44,0.19,0.22,0.11,0.42,0.34,0.13,24.24,24.98
8908,3,徐辛庄站,39.985155,116.67298,8908,3,5882,0.15,0.35,0.27,0.23,0.19,0.3,0.32,0.19,26.08,27.05
8909,3,平家疃村口,39.986646,116.724155,8909,3,5461,0.15,0.37,0.25,0.23,0.18,0.31,0.33,0.18,30.39,31.31
8910,2,定海园东,39.797799,116.560593,8910,2,5743,0.17,0.44,0.2,0.19,0.2,0.36,0.28,0.16,22.38,21.36
8911,2,经海三路南口,39.774488,116.555204,8911,2,5148,0.15,0.43,0.22,0.2,0.2,0.4,0.26,0.14,23.96,22.77
8912,1,南大红门桥,39.725103,116.45661,8912,2,4307,0.15,0.42,0.18,0.25,0.21,0.35,0.3,0.14,24.78,22.96
8913,1,东赵村,39.721498,116.431535,8913,2,4434,0.18,0.4,0.2,0.22,0.23,0.34,0.29,0.14,24.64,22.73
8914,1,大兴三间房,39.720932,116.414949,8914,2,4711,0.16,0.43,0.19,0.22,0.21,0.34,0.3,0.15,24.45,22.49
8915,1,磁各庄桥,39.719635,116.402257,8915,2,4234,0.16,0.37,0.24,0.23,0.23,0.31,0.32,0.14,24.46,22.46
8916,1,孙村桥,39.720002,116.386903,8916,2,4455,0.15,0.44,0.18,0.23,0.25,0.31,0.3,0.14,24.32,22.29
8918,2,邓庄村,39.706569,116.810214,8918,2,5646,0.16,0.4,0.24,0.2,0.2,0.38,0.28,0.14,45.37,44.65
8919,2,老槐庄村,39.707174,116.817612,8919,2,5786,0.17,0.41,0.24,0.18,0.19,0.37,0.28,0.16,45.86,45.15
8920,2,老槐庄村东口,39.707809,116.825949,8920,2,5985,0.17,0.41,0.23,0.19,0.2,0.38,0.29,0.13,46.41,45.72
8921,2,老槐庄村桥,39.708157,116.830297,8921,2,5951,0.15,0.4,0.26,0.19,0.21,0.38,0.27,0.14,46.7,46.02
8922,2,龙庄村客运站,39.709909,116.837009,8922,2,5679,0.16,0.38,0.25,0.21,0.2,0.37,0.29,0.14,47.07,46.42
8923,2,龙庄村,39.710077,116.841908,8923,2,5100,0.18,0.38,0.23,0.21,0.19,0.39,0.27,0.15,47.41,46.77
8924,2,军庄村路口,39.710484,116.852034,8924,2,5185,0.16,0.37,0.27,0.2,0.18,0.38,0.29,0.15,48.12,47.5
8925,2,李辛庄村南口,39.717863,116.851345,8925,2,5655,0.17,0.38,0.26,0.19,0.2,0.37,0.29,0.14,47.64,47.05
8926,2,李辛庄村,39.721679,116.849649,8926,2,5486,0.17,0.43,0.21,0.19,0.17,0.39,0.3,0.14,47.3,46.72
8927,2,大柳树村西口,39.727975,116.848633,8927,2,5806,0.15,0.38,0.29,0.18,0.2,0.39,0.28,0.13,46.87,46.31
8928,2,徐官屯村,39.727632,116.845792,8928,2,5553,0.17,0.38,0.27,0.18,0.19,0.39,0.28,0.14,46.68,46.12
8929,2,徐官屯村西口,39.727196,116.842667,8929,2,5436,0.18,0.4,0.22,0.2,0.2,0.37,0.29,0.14,46.47,45.9
8930,2,东定安村,39.726195,116.836216,8930,2,5008,0.15,0.41,0.25,0.19,0.19,0.35,0.31,0.15,46.06,45.47
8931,2,西定安村,39.725342,116.830323,8931,2,5774,0.16,0.38,0.28,0.18,0.17,0.38,0.31,0.14,45.67,45.07
8932,2,军屯村,39.725863,116.823923,8932,2,5483,0.17,0.42,0.21,0.2,0.19,0.37,0.3,0.14,45.18,44.56
8933,2,柏庄村,39.725356,116.820226,8933,2,5415,0.18,0.44,0.2,0.18,0.18,0.36,0.3,0.16,44.94,44.32
8934,2,军屯村西口,39.72752,116.817541,8934,2,5548,0.17,0.42,0.2,0.21,0.18,0.39,0.29,0.14,44.62,44
8935,2,西黄垡村,39.731961,116.812348,8935,2,5752,0.16,0.44,0.19,0.21,0.2,0.38,0.27,0.15,43.98,43.37
8936,2,东黄垡村,39.734643,116.809066,8936,2,5226,0.17,0.4,0.22,0.21,0.18,0.38,0.29,0.15,43.58,42.98
8937,2,南高庄村南口,39.739796,116.802339,8937,2,5866,0.16,0.42,0.21,0.21,0.19,0.38,0.28,0.15,42.79,42.2
8938,2,南高庄村,39.741577,116.800038,8938,2,5700,0.17,0.42,0.2,0.21,0.2,0.37,0.29,0.14,42.52,41.93
8939,2,大香仪村,39.744331,116.796421,8939,2,5464,0.16,0.44,0.2,0.2,0.18,0.39,0.3,0.13,42.1,41.52
8940,2,沈庄村路口,39.747347,116.794398,8940,2,5339,0.16,0.41,0.24,0.19,0.19,0.37,0.29,0.15,41.78,41.21
8941,2,后地村,39.750664,116.792234,8941,2,5302,0.18,0.43,0.18,0.21,0.2,0.36,0.31,0.13,41.43,40.87
8942,2,后地村北口,39.759814,116.789095,8942,2,5996,0.15,0.38,0.26,0.21,0.18,0.38,0.28,0.16,40.69,40.17
8943,2,三黄庄村路口,39.763536,116.787876,8943,2,5636,0.15,0.4,0.26,0.19,0.18,0.39,0.29,0.14,40.4,39.89
8944,2,漷县三街,39.767768,116.786532,8944,2,5043,0.16,0.39,0.27,0.18,0.19,0.37,0.28,0.16,40.07,39.59
8945,2,漷县市场,39.776864,116.784775,8945,2,5858,0.18,0.4,0.22,0.2,0.2,0.37,0.3,0.13,39.47,39.03
8946,2,榆林庄村北口,39.790243,116.780033,8946,2,5551,0.16,0.41,0.24,0.19,0.18,0.38,0.29,0.15,38.45,38.06
8947,2,苏庄村,39.798538,116.776809,8947,2,5451,0.17,0.39,0.25,0.19,0.18,0.36,0.32,0.14,37.81,37.47
8948,2,靛庄村,39.807563,116.772724,8948,2,5724,0.17,0.38,0.24,0.21,0.2,0.36,0.31,0.13,37.08,36.79
8949,2,姚辛庄村北口,39.823259,116.774749,8949,2,5507,0.18,0.38,0.24,0.2,0.19,0.38,0.28,0.15,36.59,36.39
8950,7,城铁土桥站,39.870751,116.681503,8950,8,23358,0.15,0.37,0.27,0.21,0.1,0.41,0.34,0.15,27.36,27.36
8951,2,后甫村,39.661939,116.685396,8951,2,5837,0.17,0.42,0.23,0.18,0.18,0.38,0.3,0.14,40.71,39.51
8952,2,采育路口,39.654541,116.675873,8952,2,5244,0.16,0.43,0.23,0.18,0.18,0.38,0.29,0.15,40.82,39.57
8953,2,东半壁店村,39.641889,116.685565,8953,2,5918,0.17,0.42,0.2,0.21,0.18,0.4,0.28,0.14,42.43,41.17
8954,2,倪家村,39.636191,116.687921,8954,2,5097,0.18,0.41,0.2,0.21,0.21,0.38,0.28,0.13,43.05,41.78
8955,2,凤河营,39.620699,116.688226,8955,2,5984,0.16,0.44,0.21,0.19,0.2,0.36,0.28,0.16,44.43,43.11
8956,1,伙达营村,39.611924,116.494897,8956,2,4650,0.18,0.42,0.15,0.25,0.23,0.3,0.33,0.14,37.78,35.93
8957,1,安定镇东站,39.616176,116.492825,8957,2,4130,0.17,0.39,0.23,0.21,0.24,0.3,0.31,0.15,37.27,35.43
8958,1,安定镇,39.617277,116.485534,8958,2,4120,0.16,0.4,0.22,0.22,0.22,0.34,0.3,0.14,36.99,35.13
8959,1,庞安路东口,39.619266,116.472388,8959,2,4671,0.16,0.43,0.19,0.22,0.23,0.32,0.31,0.14,36.5,34.61
8960,1,东芦各庄村,39.618375,116.459997,8960,2,4092,0.15,0.42,0.22,0.21,0.24,0.32,0.3,0.14,36.36,34.45
8961,1,西芦各庄村,39.617676,116.450629,8961,2,4286,0.15,0.41,0.22,0.22,0.21,0.34,0.3,0.15,36.28,34.35
8962,1,大兴马各庄路口,39.617105,116.443107,8962,2,4481,0.16,0.39,0.23,0.22,0.21,0.33,0.33,0.13,36.23,34.28
8963,1,刘家场,39.616661,116.43577,8963,2,4034,0.17,0.37,0.24,0.22,0.23,0.32,0.32,0.13,36.19,34.22
8964,1,半壁店森林公园,39.616166,116.42603,8964,2,4688,0.17,0.43,0.15,0.25,0.24,0.31,0.3,0.15,36.13,34.14
8965,1,李家场,39.616039,116.422214,8965,2,4590,0.16,0.39,0.22,0.23,0.23,0.31,0.33,0.13,36.1,34.11
8966,1,东沙窝村路口,39.616132,116.409503,8966,2,4335,0.17,0.43,0.15,0.25,0.24,0.33,0.31,0.12,35.98,33.96
8967,1,西南研垡村西,39.630309,116.409447,8967,2,4570,0.17,0.4,0.19,0.24,0.23,0.32,0.32,0.13,34.41,32.4
8968,1,前苑上村,39.645386,116.409385,8968,2,4213,0.17,0.41,0.18,0.24,0.23,0.32,0.31,0.14,32.74,30.73
8969,1,穆园子,39.656404,116.409277,8969,2,4065,0.16,0.43,0.18,0.23,0.23,0.32,0.3,0.15,31.52,29.51
8970,1,魏善庄,39.666162,116.40798,8970,2,4550,0.15,0.41,0.21,0.23,0.21,0.33,0.32,0.14,30.43,28.42
8971,1,魏善庄开发区,39.67709,116.40739,8971,2,4509,0.15,0.44,0.16,0.25,0.24,0.3,0.31,0.15,29.21,27.21
8972,1,西芦垡村,39.685141,116.406889,8972,2,4420,0.17,0.41,0.17,0.25,0.23,0.34,0.28,0.15,28.32,26.32
8973,1,侯村南,39.700714,116.403167,8973,2,4297,0.16,0.38,0.23,0.23,0.2,0.33,0.32,0.15,26.56,24.56
8974,1,侯村,39.703884,116.402959,8974,2,4709,0.15,0.4,0.2,0.25,0.22,0.33,0.31,0.14,26.21,24.21
8975,1,西磁各庄,39.711153,116.402518,8975,2,4095,0.15,0.44,0.16,0.25,0.23,0.32,0.31,0.14,25.4,23.4
8976,1,磁各庄桥南,39.716222,116.402769,8976,2,4520,0.16,0.39,0.22,0.23,0.22,0.32,0.31,0.15,24.85,22.84
8977,1,磁各庄桥北,39.724562,116.400268,8977,2,4632,0.18,0.43,0.17,0.22,0.21,0.32,0.33,0.14,23.9,21.9
8978,1,北磁各庄,39.72748,116.39941,8978,2,4409,0.16,0.41,0.21,0.22,0.23,0.3,0.33,0.14,23.57,21.57
8979,1,红星集体农庄,39.738278,116.399082,8979,2,4204,0.17,0.41,0.2,0.22,0.24,0.31,0.31,0.14,22.37,20.37
8980,1,振亚庄南口,39.742252,116.397707,8980,2,4341,0.15,0.44,0.16,0.25,0.23,0.31,0.31,0.15,21.92,19.92
8981,1,团河行宫桥西,39.74201,116.379363,8981,2,4216,0.17,0.4,0.19,0.24,0.22,0.33,0.31,0.14,21.86,19.8
8982,1,团河村南口,39.741913,116.375057,8982,2,4630,0.17,0.37,0.22,0.24,0.23,0.3,0.32,0.15,21.86,19.8
8985,6,康和园小区南,39.756053,116.320419,8985,4,17735,0.13,0.39,0.24,0.24,0.1,0.43,0.33,0.14,20.78,18.65
8986,6,骏城小区南,39.755415,116.31083,8986,4,15476,0.13,0.4,0.24,0.23,0.11,0.44,0.3,0.15,21.04,18.91
8987,6,兴泰街路口东,39.755412,116.307318,8987,4,15748,0.12,0.37,0.27,0.24,0.11,0.45,0.3,0.14,21.12,18.99
8988,6,兴康家园北门,39.755409,116.304644,8988,4,17071,0.14,0.38,0.25,0.23,0.11,0.41,0.32,0.16,21.18,19.05
8989,1,韩园子北,39.689653,116.31908,8989,2,4344,0.16,0.41,0.22,0.21,0.23,0.31,0.31,0.15,28.05,25.93
8990,1,薛营南站,39.603809,116.315848,8990,2,4626,0.16,0.43,0.17,0.24,0.22,0.33,0.31,0.14,37.54,35.42
8991,1,东南次,39.603989,116.302736,8991,2,4474,0.15,0.39,0.21,0.25,0.23,0.32,0.31,0.14,37.68,35.55
8992,1,张公垡,39.604058,116.29595,8992,2,4662,0.17,0.41,0.18,0.24,0.23,0.32,0.31,0.14,37.77,35.64
8993,1,梁家务,39.604145,116.285818,8993,2,4457,0.15,0.38,0.24,0.23,0.22,0.32,0.31,0.15,37.92,35.79
8994,1,大兴定福庄,39.603227,116.271846,8994,2,4791,0.17,0.41,0.19,0.23,0.23,0.32,0.3,0.15,38.27,36.14
8995,1,大兴定福庄南站,39.600036,116.271595,8995,2,4419,0.17,0.4,0.18,0.25,0.22,0.32,0.32,0.14,38.62,36.49
8996,1,福上村,39.590246,116.273027,8996,2,4690,0.16,0.39,0.21,0.24,0.23,0.32,0.3,0.15,39.66,37.53
8997,1,福上村南,39.585637,116.27354,8997,2,4057,0.18,0.42,0.17,0.23,0.23,0.33,0.31,0.13,40.15,38.02
8998,1,常各庄,39.579608,116.274085,8998,2,4557,0.17,0.39,0.22,0.22,0.23,0.34,0.29,0.14,40.79,38.66
8999,1,大兴郭家场,39.563819,116.275621,8999,2,4778,0.16,0.42,0.19,0.23,0.22,0.3,0.33,0.15,42.49,40.36
9000,1,履磕村,39.55458,116.276822,9000,2,4193,0.16,0.42,0.18,0.24,0.21,0.33,0.32,0.14,43.48,41.35
9001,1,履东路口,39.551043,116.27685,9001,2,4506,0.16,0.42,0.2,0.22,0.22,0.34,0.3,0.14,43.86,41.73
9002,1,履磕村南,39.546793,116.276834,9002,2,4235,0.17,0.4,0.19,0.24,0.21,0.33,0.31,0.15,44.33,42.2
9003,1,邓家屯,39.539985,116.276993,9003,2,4073,0.17,0.4,0.2,0.23,0.23,0.32,0.31,0.14,45.07,42.94
9004,1,翁麻路口,39.533167,116.277242,9004,2,4163,0.17,0.43,0.18,0.22,0.22,0.33,0.3,0.15,45.81,43.68
9005,1,大练庄北,39.521848,116.278421,9005,2,4151,0.15,0.41,0.2,0.24,0.22,0.3,0.33,0.15,47.03,44.9
9006,1,大练庄,39.51687,116.278953,9006,2,4110,0.15,0.38,0.25,0.22,0.23,0.3,0.31,0.16,47.57,45.44
9007,1,求贤村北,39.513107,116.279621,9007,2,4160,0.17,0.39,0.2,0.24,0.22,0.33,0.32,0.13,47.97,45.85
9008,1,求贤村,39.510618,116.282544,9008,2,4332,0.17,0.38,0.24,0.21,0.23,0.34,0.29,0.14,48.2,46.08
9009,1,榆垡开发区东站,39.505583,116.310053,9009,2,4108,0.18,0.42,0.16,0.24,0.24,0.33,0.29,0.14,48.44,46.32
9010,1,礼贤家园,39.563883,116.454316,9010,2,4660,0.16,0.39,0.21,0.24,0.21,0.33,0.32,0.14,42.23,40.27
9011,1,礼贤民族中学,39.559115,116.453281,9011,2,4627,0.16,0.38,0.21,0.25,0.24,0.31,0.31,0.14,42.74,40.78
9012,1,礼贤镇中心卫生院,39.555728,116.432951,9012,2,4707,0.17,0.4,0.19,0.24,0.23,0.33,0.31,0.13,42.87,40.88
9013,1,小马坊村南站,39.556308,116.422099,9013,2,4708,0.17,0.39,0.19,0.25,0.23,0.32,0.31,0.14,42.7,40.69
9014,1,小马坊村,39.559067,116.422248,9014,2,4100,0.17,0.44,0.17,0.22,0.23,0.3,0.34,0.13,42.4,40.39
9015,1,伍各庄村西,39.566206,116.422698,9015,2,4254,0.16,0.4,0.21,0.23,0.24,0.31,0.33,0.12,41.61,39.61
9016,1,东段家务,39.576818,116.420688,9016,2,4192,0.15,0.38,0.26,0.21,0.22,0.35,0.3,0.13,40.42,38.42
9017,1,大兴王庄东口,39.583328,116.417856,9017,2,4595,0.16,0.44,0.17,0.23,0.23,0.31,0.32,0.14,39.68,37.67
9018,1,龙头村,39.589403,116.414428,9018,2,4137,0.18,0.41,0.2,0.21,0.23,0.31,0.33,0.13,38.98,36.96
9019,1,西沙窝村北,39.615218,116.39643,9019,2,4722,0.15,0.4,0.2,0.25,0.21,0.35,0.29,0.15,36,33.96
9020,1,大兴半壁店村,39.623787,116.396339,9020,2,4387,0.16,0.43,0.17,0.24,0.24,0.32,0.29,0.15,35.05,33.01
9021,1,大兴半壁店北站,39.629885,116.395631,9021,2,4067,0.15,0.4,0.2,0.25,0.23,0.32,0.31,0.14,34.37,32.33
9022,1,大兴半壁店西站,39.629878,116.389322,9022,2,4730,0.17,0.4,0.21,0.22,0.22,0.32,0.3,0.16,34.35,32.3
