index_shangche,label_shangche,name,lat,lon,index_xiache,label_xiache,pop_dens,age_0_19,age_20_39,age_40_59,age_60,lu_comm,lu_res,lu_work,lu_pub,dis_pop,dis_poi
3194,2,梆子井东,39.907868,116.552729,3194,8,5952,0.15,0.39,0.26,0.2,0.19,0.16,0.49,0.16,15.69,15.87
3195,2,禾丰家园,39.873925,116.568228,3195,2,5321,0.15,0.39,0.27,0.19,0.19,0.39,0.27,0.15,18.13,17.89
3196,2,绿丰家园北门,39.874264,116.573753,3196,2,5519,0.17,0.44,0.18,0.21,0.19,0.39,0.28,0.14,18.55,18.33
3197,2,绿丰家园东门,39.872598,116.576985,3197,2,5581,0.17,0.39,0.23,0.21,0.19,0.38,0.3,0.13,18.87,18.64
3198,2,宇达创意公交场站,39.870807,116.577219,3198,2,5503,0.18,0.43,0.18,0.21,0.2,0.37,0.3,0.13,18.97,18.72
3199,8,永泰庄东路,40.031208,116.359122,3199,5,25640,0.14,0.38,0.26,0.22,0.06,0.52,0.26,0.16,10.38,12.4
3200,8,清缘东里,40.029177,116.353193,3200,5,26999,0.15,0.39,0.24,0.22,0.05,0.55,0.24,0.16,10.22,12.22
3201,8,永泰小区,40.032908,116.349951,3201,5,29415,0.16,0.37,0.23,0.24,0.06,0.57,0.23,0.14,10.68,12.66
3202,8,永泰庄北路,40.034968,116.346405,3202,5,29490,0.13,0.38,0.29,0.2,0.07,0.53,0.25,0.15,10.97,12.92
3203,8,前屯路,40.036782,116.343275,3203,5,25054,0.14,0.4,0.26,0.2,0.06,0.54,0.23,0.17,11.22,13.16
3204,8,清河小营东路,40.038793,116.340906,3204,5,29635,0.13,0.39,0.26,0.22,0.06,0.55,0.25,0.14,11.48,13.42
3205,5,小井路口南,39.87527,116.288795,3205,6,10296,0.15,0.37,0.28,0.2,0.14,0.3,0.4,0.16,10.06,8.33
3206,5,于庄子,39.87074,116.288458,3206,6,10308,0.16,0.35,0.26,0.23,0.15,0.27,0.44,0.14,10.44,8.66
3207,5,万丰路南口,39.868341,116.288318,3207,6,11052,0.15,0.38,0.25,0.22,0.13,0.29,0.44,0.14,10.64,8.84
3208,6,科丰桥南,39.825609,116.283725,3208,4,17012,0.12,0.42,0.21,0.25,0.12,0.39,0.34,0.15,14.69,12.68
3209,6,六圈,39.819979,116.284011,3209,4,17906,0.13,0.42,0.2,0.25,0.12,0.4,0.34,0.14,15.21,13.19
3210,6,田何庄,39.814019,116.284324,3210,4,16026,0.13,0.39,0.24,0.24,0.12,0.42,0.32,0.14,15.78,13.73
3211,6,世界公园,39.812188,116.284751,3211,4,16839,0.13,0.4,0.26,0.21,0.11,0.44,0.29,0.16,15.94,13.89
3212,8,宝盛路口北,40.035611,116.364923,3212,5,27917,0.14,0.4,0.23,0.23,0.05,0.53,0.26,0.16,10.82,12.87
3213,8,黑泉路,40.042993,116.362335,3213,5,28509,0.15,0.38,0.24,0.23,0.07,0.52,0.26,0.15,11.66,13.7
3214,8,西小口路口南,40.049664,116.359592,3214,5,27347,0.15,0.38,0.26,0.21,0.06,0.55,0.23,0.16,12.41,14.45
3215,8,西小口路口北,40.053148,116.358579,3215,5,25037,0.13,0.39,0.27,0.21,0.06,0.56,0.23,0.15,12.81,14.84
3216,8,科星路南口,40.065052,116.358676,3216,5,28411,0.15,0.36,0.25,0.24,0.06,0.53,0.26,0.15,14.13,16.16
3217,8,黄土店火车站,40.068782,116.358291,3217,5,25970,0.15,0.37,0.26,0.22,0.06,0.54,0.25,0.15,14.54,16.58
3218,3,上坡佳园西门,40.081464,116.360523,3218,3,5504,0.16,0.38,0.21,0.25,0.17,0.27,0.36,0.2,15.93,17.98
3219,3,霍营,40.084622,116.359813,3219,3,5364,0.15,0.37,0.23,0.25,0.19,0.28,0.33,0.2,16.29,18.33
3220,8,黄平路口南,40.072208,116.357515,3220,5,25970,0.13,0.42,0.21,0.24,0.06,0.55,0.23,0.16,14.93,16.96
3222,6,狼垡,39.778338,116.29086,3222,4,16178,0.13,0.39,0.23,0.25,0.11,0.43,0.32,0.14,19.14,17.03
3223,6,狼垡东桥北,39.778633,116.287848,3223,4,17053,0.14,0.39,0.25,0.22,0.12,0.39,0.32,0.17,19.21,17.1
3224,6,长丰园二区,39.781261,116.285775,3224,4,17943,0.14,0.4,0.21,0.25,0.11,0.41,0.31,0.17,19.01,16.91
3225,6,长丰园一区,39.783971,116.283798,3225,4,16626,0.13,0.38,0.24,0.25,0.1,0.39,0.34,0.17,18.8,16.71
3226,6,公交驾校,39.789452,116.280096,3226,4,17012,0.13,0.37,0.27,0.23,0.11,0.43,0.31,0.15,18.38,16.3
3227,6,芦花中路,39.791438,116.280382,3227,4,17710,0.13,0.36,0.28,0.23,0.12,0.42,0.31,0.15,18.17,16.09
3228,6,芦花路,39.793108,116.286104,3228,4,17791,0.13,0.37,0.26,0.24,0.11,0.41,0.31,0.17,17.79,15.71
3229,6,小葆台南,39.800504,116.28163,3229,4,15066,0.13,0.39,0.27,0.21,0.12,0.4,0.31,0.17,17.22,15.15
3230,6,小葆台,39.802722,116.280365,3230,4,16405,0.13,0.35,0.31,0.21,0.11,0.41,0.33,0.15,17.05,14.99
3231,6,地铁大葆台站,39.806261,116.285642,3231,4,15050,0.13,0.41,0.22,0.24,0.11,0.43,0.32,0.14,16.49,14.43
3232,5,金沟河路西口,39.916383,116.24926,3232,6,11188,0.16,0.36,0.24,0.24,0.14,0.28,0.42,0.16,10.84,10.07
3233,5,玉海园南口,39.916382,116.25295,3233,6,11577,0.17,0.37,0.24,0.22,0.14,0.28,0.41,0.17,10.54,9.76
3234,5,铁家坟东,39.916369,116.259498,3234,6,10805,0.14,0.37,0.28,0.21,0.15,0.28,0.41,0.16,9.99,9.2
3235,5,金沟河路,39.916375,116.262146,3235,6,11542,0.16,0.35,0.26,0.23,0.14,0.27,0.41,0.18,9.78,8.98
3236,5,金沟河路东口,39.916372,116.266963,3236,6,10348,0.16,0.4,0.21,0.23,0.13,0.3,0.41,0.16,9.38,8.57
3238,5,铁家坟西,39.91646,116.257678,3238,6,11152,0.14,0.4,0.25,0.21,0.13,0.29,0.42,0.16,10.14,9.36
3239,4,石槽北站,39.901344,116.246881,3239,6,8892,0.15,0.37,0.26,0.22,0.16,0.23,0.44,0.17,11.53,10.47
3240,8,望园路,39.871939,116.278808,3240,6,27259,0.17,0.35,0.28,0.2,0.07,0.52,0.26,0.15,10.93,9.24
3241,8,望园路南口,39.86725,116.280665,3241,6,27821,0.16,0.36,0.24,0.24,0.07,0.49,0.29,0.15,11.18,9.43
3242,5,丰益桥南,39.856092,116.311016,3242,6,11124,0.14,0.41,0.23,0.22,0.14,0.26,0.43,0.17,10.58,8.56
3243,6,天伦锦城,39.815828,116.329869,3243,4,16526,0.12,0.38,0.26,0.24,0.12,0.42,0.3,0.16,14.13,12
3244,6,角门路口,39.84678,116.373456,3244,4,17083,0.13,0.35,0.31,0.21,0.11,0.43,0.31,0.15,10.2,8.14
3245,6,马家堡路,39.835801,116.372688,3245,4,17696,0.12,0.4,0.25,0.23,0.12,0.39,0.35,0.14,11.42,9.36
3246,6,公益桥北,39.831981,116.372888,3246,4,15174,0.13,0.4,0.25,0.22,0.11,0.42,0.31,0.16,11.84,9.78
3247,6,南苑北里,39.805948,116.395189,3247,4,16335,0.14,0.41,0.22,0.23,0.12,0.43,0.3,0.15,14.86,12.89
3248,6,团河行宫北,39.749996,116.376075,3248,4,17634,0.13,0.4,0.25,0.22,0.11,0.43,0.31,0.15,20.96,18.9
3249,6,团河北村,39.749712,116.381491,3249,4,17585,0.13,0.4,0.26,0.21,0.11,0.42,0.32,0.15,21,18.96
3250,6,团河工业园,39.750279,116.387448,3250,4,17352,0.12,0.4,0.23,0.25,0.1,0.45,0.31,0.14,20.97,18.93
3251,6,振亚庄,39.750803,116.393646,3251,4,16736,0.13,0.42,0.21,0.24,0.11,0.41,0.32,0.16,20.94,18.93
3252,6,南华小区,39.837561,116.372748,3252,4,16191,0.12,0.39,0.27,0.22,0.12,0.41,0.32,0.15,11.22,9.16
3257,3,未来科学城北公交场站,40.13616,116.474813,3257,3,5927,0.15,0.35,0.27,0.23,0.2,0.32,0.31,0.17,23.62,25.74
3258,3,未来科学城路北口,40.136426,116.466383,3258,3,5640,0.14,0.37,0.25,0.24,0.19,0.29,0.34,0.18,23.4,25.52
3259,3,土沟路北口,40.134855,116.461489,3259,3,5264,0.16,0.38,0.23,0.23,0.17,0.3,0.34,0.19,23.09,25.22
3260,3,普庆寺路,40.132028,116.463949,3260,3,5688,0.16,0.37,0.22,0.25,0.18,0.29,0.34,0.19,22.87,24.99
3261,3,地铁未来科学城北站,40.130271,116.463783,3261,3,5603,0.17,0.36,0.24,0.23,0.19,0.3,0.34,0.17,22.68,24.8
3262,3,英才北一街,40.129287,116.467639,3262,3,5098,0.16,0.38,0.25,0.21,0.19,0.28,0.34,0.19,22.69,24.81
3263,3,英才北一街东站,40.128781,116.471724,3263,3,5210,0.14,0.35,0.29,0.22,0.19,0.28,0.34,0.19,22.76,24.88
3264,3,未来科学城东路桥北,40.126134,116.473263,3264,3,5480,0.16,0.37,0.22,0.25,0.18,0.31,0.34,0.17,22.54,24.65
3265,3,未来科学城东路桥南,40.116177,116.466874,3265,3,5885,0.15,0.35,0.26,0.24,0.21,0.28,0.32,0.19,21.31,23.42
3266,3,鲁疃嘉园西,40.109957,116.466017,3266,3,5370,0.16,0.38,0.24,0.22,0.18,0.28,0.36,0.18,20.64,22.75
3267,3,岭上北街东口,40.110215,116.456925,3267,3,5479,0.16,0.34,0.26,0.24,0.18,0.27,0.36,0.19,20.38,22.5
3268,3,沟自头村东站,40.110184,116.453253,3268,3,5790,0.15,0.37,0.26,0.22,0.17,0.32,0.33,0.18,20.27,22.39
3269,3,沟自头村,40.110109,116.449261,3269,3,5737,0.17,0.34,0.25,0.24,0.18,0.29,0.35,0.18,20.15,22.28
3270,3,岭上村,40.107055,116.448632,3270,3,5664,0.15,0.35,0.25,0.25,0.2,0.28,0.33,0.19,19.82,21.94
3271,3,北七家东路南口,40.102426,116.448671,3271,3,5459,0.16,0.38,0.21,0.25,0.19,0.29,0.34,0.18,19.33,21.45
3272,3,七北南路西口,40.099549,116.445542,3272,3,5344,0.17,0.36,0.23,0.24,0.18,0.29,0.34,0.19,18.94,21.06
3273,3,海鶄落东站,40.100437,116.441466,3273,3,5988,0.16,0.32,0.3,0.22,0.19,0.31,0.32,0.18,18.92,21.05
3274,3,海鶄落,40.100728,116.437292,3274,3,5372,0.14,0.34,0.27,0.25,0.18,0.31,0.35,0.16,18.85,20.98
3275,3,海鶄落村委会,40.100303,116.430208,3275,3,5146,0.16,0.38,0.22,0.24,0.2,0.31,0.31,0.18,18.64,20.77
3276,7,五里桥,39.932736,116.613157,3276,8,23005,0.14,0.4,0.23,0.23,0.11,0.41,0.34,0.14,20.48,21.01
3277,7,五里桥路口北,39.925932,116.617671,3277,8,22698,0.14,0.39,0.25,0.22,0.11,0.44,0.33,0.12,20.9,21.36
3278,7,常营路口东,39.92446,116.587383,3278,8,22808,0.14,0.37,0.28,0.21,0.11,0.39,0.36,0.14,18.34,18.78
3279,7,管庄,39.91153,116.583644,3279,8,21174,0.13,0.39,0.26,0.22,0.1,0.43,0.34,0.13,18.2,18.47
3280,7,周家井,39.913122,116.576079,3280,8,21328,0.15,0.43,0.19,0.23,0.1,0.42,0.35,0.13,17.54,17.82
3283,5,绍家坡,39.943824,116.167704,3283,5,10797,0.14,0.39,0.26,0.21,0.15,0.32,0.38,0.15,17.52,17.23
3284,5,福寿岭,39.938591,116.16606,3284,5,11772,0.14,0.42,0.22,0.22,0.14,0.33,0.37,0.16,17.65,17.29
3285,5,模式口东里,39.934492,116.16455,3285,5,10253,0.14,0.41,0.24,0.21,0.15,0.3,0.4,0.15,17.79,17.37
3286,5,金顶北街,39.931366,116.163092,3286,5,10031,0.15,0.4,0.21,0.24,0.14,0.32,0.37,0.17,17.92,17.46
3287,5,金顶街北口,39.928196,116.162872,3287,5,11582,0.14,0.43,0.22,0.21,0.13,0.32,0.4,0.15,17.96,17.46
3288,5,模式口南里,39.92852,116.155993,3288,5,11592,0.14,0.41,0.23,0.22,0.15,0.33,0.39,0.13,18.54,18.04
3289,5,金顶北路,39.928552,116.160726,3289,5,10319,0.14,0.4,0.23,0.23,0.15,0.32,0.37,0.16,18.14,17.64
3290,8,纪家庙,39.846503,116.318881,3290,6,27030,0.16,0.4,0.24,0.2,0.06,0.51,0.29,0.14,11.23,9.14
3291,6,樊家村公交场站,39.843287,116.304583,3291,4,17161,0.14,0.39,0.25,0.22,0.11,0.4,0.34,0.15,12.09,10.06
3292,2,博兴一路北口,39.755667,116.524632,3292,2,5305,0.15,0.41,0.25,0.19,0.19,0.41,0.27,0.13,24.1,22.67
3293,2,博兴一路变电站,39.752865,116.523324,3293,2,5356,0.17,0.38,0.24,0.21,0.21,0.36,0.28,0.15,24.3,22.85
3294,2,博兴一路,39.748688,116.521302,3294,2,5925,0.16,0.41,0.23,0.2,0.2,0.36,0.28,0.16,24.61,23.13
3295,2,兴海路东口,39.745538,116.517389,3295,2,5862,0.18,0.39,0.22,0.21,0.2,0.35,0.31,0.14,24.74,23.24
3296,2,北京奔驰东,39.747205,116.512772,3296,2,5849,0.16,0.39,0.24,0.21,0.17,0.38,0.3,0.15,24.39,22.87
3297,2,博兴三路,39.754553,116.515853,3297,2,5966,0.17,0.37,0.26,0.2,0.21,0.36,0.29,0.14,23.81,22.33
3298,2,泰河一街西站,39.757416,116.502785,3298,2,5066,0.16,0.41,0.22,0.21,0.18,0.36,0.3,0.16,22.98,21.45
3299,2,鹿海园四里,39.758255,116.499523,3299,4,5339,0.13,0.38,0.3,0.19,0.19,0.2,0.47,0.14,22.76,21.22
3300,2,泰河一街西口,39.75955,116.494594,3300,4,5469,0.13,0.37,0.31,0.19,0.21,0.19,0.46,0.14,22.44,20.88
3305,6,万源街西口,39.802247,116.498132,3305,4,17584,0.13,0.36,0.29,0.22,0.1,0.4,0.34,0.16,18.53,17.2
3306,6,天华北街东口,39.799832,116.493093,3306,4,15077,0.14,0.41,0.23,0.22,0.1,0.4,0.34,0.16,18.51,17.13
3307,6,天华北街西口,39.798243,116.489841,3307,4,15615,0.12,0.37,0.29,0.22,0.1,0.41,0.33,0.16,18.51,17.1
3308,6,天华西路,39.799298,116.485833,3308,4,16599,0.14,0.38,0.25,0.23,0.11,0.44,0.3,0.15,18.22,16.79
3309,6,新康家园,39.800167,116.48176,3309,4,16230,0.14,0.39,0.22,0.25,0.11,0.4,0.33,0.16,17.96,16.51
3310,6,贵园东里,39.799505,116.477174,3310,4,16598,0.14,0.4,0.21,0.25,0.11,0.43,0.31,0.15,17.83,16.34
3311,6,亦庄桥南,39.799837,116.474203,3311,4,17368,0.14,0.38,0.26,0.22,0.12,0.41,0.32,0.15,17.67,16.17
3312,3,昌平东关路口南,40.219598,116.255943,3312,3,5111,0.14,0.37,0.24,0.25,0.18,0.3,0.34,0.18,32.81,34.65
3313,3,宁馨苑小区南门,40.215953,116.252743,3313,3,5369,0.16,0.34,0.26,0.24,0.18,0.3,0.34,0.18,32.51,34.34
3314,3,昌盛园北口,40.212228,116.249173,3314,3,5048,0.15,0.33,0.28,0.24,0.18,0.3,0.34,0.18,32.21,34.03
3315,3,南环东路,40.211807,116.23798,3315,3,5945,0.15,0.36,0.25,0.24,0.2,0.29,0.34,0.17,32.49,34.28
3316,3,昌平中医医院,40.2149,116.234202,3316,3,5943,0.14,0.34,0.27,0.25,0.19,0.32,0.31,0.18,32.93,34.71
3317,3,昌平公园东门,40.21739,116.233971,3317,3,5996,0.16,0.33,0.28,0.23,0.2,0.31,0.31,0.18,33.19,34.98
3318,3,燕平家园,40.221718,116.233658,3318,3,5076,0.15,0.33,0.29,0.23,0.19,0.3,0.33,0.18,33.65,35.44
3319,3,昌平鼓楼东街,40.223258,116.230723,3319,3,5642,0.15,0.32,0.3,0.23,0.2,0.3,0.33,0.17,33.9,35.68
3320,3,昌平鼓楼西街,40.223111,116.225818,3320,3,5869,0.16,0.37,0.26,0.21,0.19,0.28,0.34,0.19,34.04,35.81
3321,3,昌平鼓楼西街西口,40.222975,116.221803,3321,3,5093,0.15,0.34,0.29,0.22,0.19,0.29,0.32,0.2,34.15,35.91
3322,3,建明里小区,40.222892,116.219359,3322,3,5660,0.15,0.35,0.28,0.22,0.2,0.28,0.31,0.21,34.22,35.97
3323,3,昌平西关环岛东,40.222761,116.215924,3323,3,5052,0.15,0.34,0.28,0.23,0.18,0.3,0.35,0.17,34.32,36.06
3324,3,昌平西关环岛南,40.216925,116.212878,3324,3,5936,0.14,0.37,0.25,0.24,0.19,0.3,0.32,0.19,33.83,35.55
3325,3,昌平南桥北,40.213494,116.21515,3325,3,5932,0.15,0.36,0.26,0.23,0.19,0.29,0.35,0.17,33.4,35.13
3326,5,东北旺西,40.041028,116.282818,3326,5,10549,0.14,0.38,0.27,0.21,0.15,0.34,0.36,0.15,13.75,15.28
3327,5,软件园西区,40.043223,116.280346,3327,5,11193,0.14,0.37,0.29,0.2,0.14,0.33,0.37,0.16,14.07,15.59
3328,5,东北旺西路北口,40.049364,116.279028,3328,5,11091,0.15,0.37,0.25,0.23,0.14,0.34,0.37,0.15,14.7,16.25
3329,5,小牛坊南,40.083321,116.264081,3329,5,11406,0.14,0.37,0.25,0.24,0.15,0.31,0.39,0.15,18.59,20.19
3330,5,小牛坊桥东,40.088054,116.273367,3330,5,10723,0.14,0.42,0.2,0.24,0.14,0.32,0.38,0.16,18.67,20.34
3331,5,史各庄公交场站,40.091537,116.28233,3331,5,11193,0.13,0.37,0.29,0.21,0.16,0.32,0.37,0.15,18.69,20.42
3337,6,棉花城小区北,39.816129,116.293427,3337,4,15239,0.13,0.38,0.28,0.21,0.11,0.44,0.3,0.15,15.21,13.14
3338,6,幸福家园小区南,39.81562,116.302313,3338,4,15468,0.13,0.36,0.28,0.23,0.12,0.42,0.32,0.14,14.94,12.85
3339,6,郭公庄中街,39.81419,116.302302,3339,4,15798,0.12,0.39,0.28,0.21,0.11,0.41,0.32,0.16,15.09,12.99
3340,6,幸福家园小区东,39.816022,116.307181,3340,4,17703,0.13,0.4,0.24,0.23,0.11,0.41,0.32,0.16,14.73,12.63
3341,6,西白家窑,39.818042,116.309924,3341,4,16497,0.12,0.37,0.3,0.21,0.11,0.4,0.33,0.16,14.44,12.33
3342,6,白盆窑,39.817534,116.316998,3342,4,16638,0.12,0.39,0.28,0.21,0.1,0.39,0.35,0.16,14.28,12.16
3343,6,白盆窑东,39.819396,116.321714,3343,4,16497,0.14,0.42,0.22,0.22,0.11,0.43,0.32,0.14,13.95,11.83
3344,7,青年路口东,39.921893,116.512561,3344,8,21549,0.15,0.42,0.2,0.23,0.11,0.42,0.34,0.13,12.03,12.39
3345,7,黄杉木店,39.922542,116.520799,3345,8,20060,0.14,0.4,0.24,0.22,0.11,0.4,0.33,0.16,12.72,13.09
3346,7,亮马厂,39.922469,116.525595,3346,8,20805,0.14,0.39,0.23,0.24,0.11,0.4,0.35,0.14,13.12,13.5
3347,7,白家楼桥东,39.922757,116.548268,3347,8,20424,0.13,0.39,0.27,0.21,0.1,0.41,0.36,0.13,15.04,15.44
3348,7,地铁褡裢坡站,39.922963,116.558378,3348,8,22223,0.15,0.39,0.24,0.22,0.11,0.45,0.31,0.13,15.89,16.3
3349,7,黄渠村,39.922994,116.564868,3349,8,21139,0.15,0.42,0.23,0.2,0.12,0.41,0.34,0.13,16.44,16.85
3350,7,地铁黄渠站,39.924111,116.570943,3350,8,20765,0.14,0.42,0.24,0.2,0.1,0.44,0.32,0.14,16.94,17.37
3351,7,常营中路西口,39.926785,116.572687,3351,8,21770,0.15,0.38,0.25,0.22,0.1,0.41,0.35,0.14,17.07,17.53
3352,7,常营民族家园,39.927256,116.57864,3352,8,23247,0.13,0.41,0.22,0.24,0.1,0.43,0.32,0.15,17.57,18.04
3353,7,常营中路,39.927234,116.580661,3353,8,23782,0.15,0.43,0.21,0.21,0.11,0.43,0.34,0.12,17.74,18.21
3354,7,万象新天一区,39.926584,116.587151,3354,8,20296,0.15,0.42,0.2,0.23,0.1,0.44,0.33,0.13,18.3,18.76
3355,7,万象新天三区,39.926381,116.590363,3355,8,23132,0.13,0.43,0.21,0.23,0.09,0.43,0.35,0.13,18.57,19.04
3356,7,阳光美园北门,39.92717,116.599198,3356,8,20884,0.15,0.43,0.19,0.23,0.1,0.43,0.33,0.14,19.32,19.79
3357,7,常营中路东口,39.928588,116.602514,3357,8,23397,0.14,0.41,0.25,0.2,0.1,0.4,0.37,0.13,19.59,20.08
3358,7,草房西路北口,39.927006,116.605407,3358,8,20648,0.16,0.41,0.19,0.24,0.11,0.41,0.35,0.13,19.85,20.32
3359,7,草房西路南口,39.924658,116.608856,3359,8,21812,0.14,0.38,0.28,0.2,0.11,0.43,0.32,0.14,20.16,20.61
3360,7,五里桥一街,39.925089,116.604772,3360,8,21751,0.13,0.41,0.23,0.23,0.11,0.41,0.33,0.15,19.81,20.26
3361,7,长虹桥北,39.934011,116.455887,3361,8,22565,0.15,0.41,0.22,0.22,0.11,0.4,0.36,0.13,7.08,7.72
3363,8,裕民中路,39.972158,116.381762,3363,9,26473,0.13,0.43,0.21,0.23,0.08,0.39,0.37,0.16,3.81,5.95
3364,8,裕民中路南口,39.968418,116.381863,3364,9,27075,0.14,0.43,0.2,0.23,0.08,0.39,0.37,0.16,3.41,5.54
3365,6,景山后街,39.926979,116.388895,3365,4,16309,0.13,0.42,0.21,0.24,0.1,0.43,0.33,0.14,1.86,2
3366,6,西板桥,39.923707,116.387475,3366,4,16746,0.13,0.37,0.26,0.24,0.12,0.4,0.32,0.16,2.05,1.77
3367,6,北海南站,39.918618,116.38487,3367,4,17447,0.14,0.35,0.28,0.23,0.12,0.42,0.3,0.16,2.43,1.5
3368,6,西华门,39.914588,116.385075,3368,4,16735,0.12,0.41,0.23,0.24,0.11,0.44,0.31,0.14,2.85,1.62
3369,6,南长街,39.908608,116.385533,3369,4,17541,0.13,0.41,0.22,0.24,0.12,0.41,0.32,0.15,3.49,2
3371,8,洋桥东,39.855483,116.381697,3371,6,26194,0.16,0.37,0.24,0.23,0.07,0.49,0.29,0.15,9.26,7.26
3372,6,角门北路东口,39.847949,116.379899,3372,4,15683,0.13,0.37,0.29,0.21,0.11,0.42,0.32,0.15,10.09,8.07
3373,6,西马场南里,39.834215,116.380544,3373,4,17178,0.12,0.41,0.24,0.23,0.12,0.39,0.34,0.15,11.61,9.59
3374,6,公益东桥北,39.831955,116.380661,3374,4,17432,0.13,0.4,0.25,0.22,0.11,0.39,0.34,0.16,11.86,9.84
3381,8,北甲地,39.8446,116.35688,3381,6,29636,0.16,0.37,0.24,0.23,0.07,0.48,0.31,0.14,10.53,8.41
3382,7,石各庄东,39.939753,116.563764,3382,8,21191,0.13,0.38,0.29,0.2,0.1,0.42,0.34,0.14,16.26,16.9
3383,8,定慧桥西,39.923241,116.262455,3383,6,28387,0.15,0.36,0.27,0.22,0.07,0.49,0.29,0.15,9.59,8.95
3384,5,玉海园东门,39.918902,116.253899,3384,5,10352,0.13,0.36,0.3,0.21,0.14,0.34,0.37,0.15,10.4,9.67
3385,5,小屯路南口,39.865936,116.246665,3385,6,11008,0.15,0.4,0.22,0.23,0.13,0.3,0.43,0.14,13.47,11.91
3386,5,地铁郭庄子站,39.862228,116.245365,3386,6,11275,0.16,0.41,0.2,0.23,0.14,0.28,0.43,0.15,13.81,12.22
3387,5,小屯西路南口,39.863786,116.241595,3387,6,10000,0.16,0.4,0.23,0.21,0.15,0.29,0.42,0.14,13.96,12.4
3388,5,小屯西路,39.868356,116.241489,3388,6,10083,0.16,0.39,0.24,0.21,0.14,0.27,0.43,0.16,13.67,12.17
3389,5,兴源路,39.870887,116.244385,3389,6,11026,0.16,0.37,0.26,0.21,0.16,0.28,0.4,0.16,13.31,11.82
3390,5,五路居南街,39.935449,116.278791,3390,6,10035,0.14,0.35,0.28,0.23,0.13,0.32,0.39,0.16,8.05,7.74
3393,5,北京师范大学,39.958284,116.364622,3393,5,10933,0.13,0.41,0.22,0.24,0.14,0.32,0.38,0.16,2.32,4.28
3396,5,地铁西二旗站,40.052306,116.29813,3396,5,10654,0.15,0.42,0.19,0.24,0.15,0.32,0.38,0.15,14.17,15.86
3397,5,上地七街路口西,40.043718,116.297163,3397,5,10907,0.13,0.37,0.26,0.24,0.15,0.32,0.36,0.17,13.37,15.01
3398,7,弘燕路,39.866599,116.465745,3398,4,23629,0.14,0.35,0.28,0.23,0.09,0.51,0.27,0.13,11.24,10.28
3399,7,弘燕路西,39.866639,116.462273,3399,4,22717,0.14,0.36,0.29,0.21,0.09,0.48,0.29,0.14,11.03,10.03
3400,2,华威南路东口,39.870145,116.452211,3400,4,5980,0.14,0.41,0.26,0.19,0.21,0.19,0.44,0.16,10.16,9.11
3401,2,华威南路,39.870139,116.446885,3401,4,5884,0.14,0.39,0.28,0.19,0.19,0.22,0.45,0.14,9.87,8.76
3402,2,潘家园东路,39.873959,116.444705,3402,4,5602,0.13,0.37,0.29,0.21,0.21,0.19,0.46,0.14,9.42,8.35
3405,8,杏坛路,39.963177,116.354888,3405,5,28133,0.16,0.43,0.19,0.22,0.06,0.56,0.23,0.15,3.15,4.93
3406,8,杏坛路北口,39.964078,116.354849,3406,5,27636,0.14,0.43,0.22,0.21,0.06,0.56,0.24,0.14,3.24,5.03
3407,6,北辰西桥南,39.982838,116.381531,3407,5,16967,0.13,0.37,0.28,0.22,0.11,0.44,0.3,0.15,4.98,7.11
3408,6,北辰西桥北,39.990807,116.381152,3408,5,15120,0.13,0.41,0.22,0.24,0.11,0.42,0.32,0.15,5.86,7.98
3409,5,双泉堡东,40.008337,116.360653,3409,5,11465,0.13,0.41,0.23,0.23,0.15,0.31,0.39,0.15,7.84,9.86
3410,5,融域嘉园,40.016229,116.359444,3410,5,11722,0.14,0.37,0.29,0.2,0.15,0.33,0.36,0.16,8.72,10.74
3411,5,京师园北门,40.01622,116.367322,3411,5,10310,0.14,0.43,0.2,0.23,0.13,0.33,0.38,0.16,8.66,10.72
3412,8,杏坛路南口,39.957746,116.355152,3412,5,29008,0.13,0.4,0.24,0.23,0.06,0.54,0.25,0.15,2.63,4.34
3413,7,方庄东路,39.862408,116.438869,3413,8,22161,0.13,0.44,0.19,0.24,0.11,0.41,0.36,0.12,10.15,8.84
3414,6,横一条北口,39.855535,116.426288,3414,4,15404,0.12,0.35,0.3,0.23,0.12,0.41,0.31,0.16,10.28,8.74
3415,6,横一条,39.84906,116.427369,3415,4,17889,0.12,0.37,0.3,0.21,0.1,0.42,0.33,0.15,10.97,9.39
3416,6,南窑,39.848198,116.4254,3416,4,17593,0.14,0.39,0.26,0.21,0.12,0.38,0.34,0.16,10.99,9.38
3417,6,双庙西,39.839437,116.42007,3417,4,17357,0.14,0.39,0.24,0.23,0.1,0.43,0.32,0.15,11.72,10.01
3418,6,南顶路口,39.841057,116.414816,3418,4,17678,0.12,0.38,0.26,0.24,0.1,0.44,0.31,0.15,11.4,9.65
3419,6,南顶路,39.840937,116.410561,3419,4,16494,0.13,0.39,0.26,0.22,0.11,0.44,0.32,0.13,11.31,9.52
3420,6,南顶路西口,39.840871,116.404577,3420,4,17202,0.13,0.37,0.28,0.22,0.1,0.42,0.32,0.16,11.18,9.34
3421,6,南顶村,39.84021,116.401596,3421,4,17466,0.14,0.39,0.22,0.25,0.11,0.43,0.32,0.14,11.2,9.33
3422,6,大红门北站,39.836991,116.400595,3422,4,15665,0.13,0.35,0.31,0.21,0.12,0.4,0.31,0.17,11.53,9.64
